assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
925894,70920,"Herbicidal activity against Veronica persica at 200 g/ha after 2 weeks",F,,,"Veronica persica",138560,,,,,106900,N,1,Autocuration,1,541510,CHEMBL3071670,,BAO_0000218,,,CLD0
925895,70920,"Herbicidal activity against Galium spurium var. echinospermon (Wally.) Hayek at 200 g/ha after 2 weeks",F,,,"Galium spurium",1117032,"var. echinospermon (Wally.) Hayek",,,,107386,N,1,Autocuration,1,541509,CHEMBL3071671,,BAO_0000218,,,CLD0
925896,70920,"Herbicidal activity against Xanthium strumarium (cocklebur) 200 g/ha after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,541508,CHEMBL3070808,,BAO_0000218,,,CLD0
925897,70920,"Herbicidal activity against Abutilon theophrasti (velvetleaf) at 200 g/ha after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,541507,CHEMBL3070809,,BAO_0000218,,,CLD0
925898,70920,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) at 200 g/ha after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,541506,CHEMBL3070810,,BAO_0000218,,,CLD0
925899,70920,"Herbicidal activity against Avena fatua at 200 g/ha after 2 weeks",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,541505,CHEMBL3070811,,BAO_0000218,,,CLD0
925900,70920,"Herbicidal activity against Glycine max (soybean) at 200 g/ha after 2 weeks",A,,,"Glycine max",3847,,,,,50397,N,1,Autocuration,1,541504,CHEMBL3070812,,BAO_0000218,,,CLD0
925901,70920,"Herbicidal activity against Triticum aestivum (wheat) at 200 g/ha after 2 weeks",A,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,541503,CHEMBL3070813,,BAO_0000218,,,CLD0
925902,70920,"Herbicidal activity against Veronica persica at 140 g/ha after 2 weeks",F,,,"Veronica persica",138560,,,,,106900,N,1,Autocuration,1,541502,CHEMBL3070814,,BAO_0000218,,,CLD0
925903,70920,"Herbicidal activity against Galium spurium var. echinospermon (Wally.) Hayek at 140 g/ha after 2 weeks",F,,,"Galium spurium",1117032,"var. echinospermon (Wally.) Hayek",,,,107386,N,1,Autocuration,1,541501,CHEMBL3070815,,BAO_0000218,,,CLD0
925904,70920,"Herbicidal activity against Xanthium strumarium (cocklebur) 140 g/ha after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,541500,CHEMBL3070816,,BAO_0000218,,,CLD0
925905,70920,"Herbicidal activity against Abutilon theophrasti (velvetleaf) at 140 g/ha after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,541499,CHEMBL3070817,,BAO_0000218,,,CLD0
925906,70920,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) at 140 g/ha after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,541498,CHEMBL3070818,,BAO_0000218,,,CLD0
925907,70920,"Herbicidal activity against Avena fatua at 140 g/ha after 2 weeks",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,541497,CHEMBL3070819,,BAO_0000218,,,CLD0
925908,70920,"Herbicidal activity against Glycine max (soybean) at 140 g/ha after 2 weeks",A,,,"Glycine max",3847,,,,,50397,N,1,Autocuration,1,541496,CHEMBL3071256,,BAO_0000218,,,CLD0
925909,70920,"Herbicidal activity against Triticum aestivum (wheat) at 140 g/ha after 2 weeks",A,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,541495,CHEMBL3071257,,BAO_0000218,,,CLD0
925910,70920,"Herbicidal activity against Veronica persica at 500 g/ha after 2 weeks",F,,,"Veronica persica",138560,,,,,106900,N,1,Autocuration,1,541494,CHEMBL3071258,,BAO_0000218,,,CLD0
925911,70920,"Herbicidal activity against Galium spurium var. echinospermon (Wally.) Hayek at 500 g/ha after 2 weeks",F,,,"Galium spurium",1117032,"var. echinospermon (Wally.) Hayek",,,,107386,N,1,Autocuration,1,541493,CHEMBL3071259,,BAO_0000218,,,CLD0
925912,70920,"Herbicidal activity against Xanthium strumarium (cocklebur) 500 g/ha after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,541492,CHEMBL3071989,,BAO_0000218,,,CLD0
925913,70920,"Herbicidal activity against Abutilon theophrasti (velvetleaf) at 500 g/ha after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,541491,CHEMBL3071990,,BAO_0000218,,,CLD0
925914,70920,"Herbicidal activity against Avena fatua at 500 g/ha after 2 weeks",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,541489,CHEMBL3071991,,BAO_0000218,,,CLD0
925915,70920,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) at 500 g/ha after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,541490,CHEMBL3071992,,BAO_0000218,,,CLD0
925916,70920,"Herbicidal activity against Glycine max (soybean) at 500 g/ha after 2 weeks",A,,,"Glycine max",3847,,,,,50397,N,1,Autocuration,1,541488,CHEMBL3071993,,BAO_0000218,,,CLD0
925917,70920,"Herbicidal activity against Triticum aestivum (wheat) at 500 g/ha after 2 weeks",A,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,541487,CHEMBL3071994,,BAO_0000218,,,CLD0
925918,70920,"Herbicidal activity against Veronica persica at 250 g/ha after 2 weeks",F,,,"Veronica persica",138560,,,,,106900,N,1,Autocuration,1,541486,CHEMBL3071995,,BAO_0000218,,,CLD0
925919,70920,"Herbicidal activity against Galium spurium var. echinospermon (Wally.) Hayek at 250 g/ha after 2 weeks",F,,,"Galium spurium",1117032,"var. echinospermon (Wally.) Hayek",,,,107386,N,1,Autocuration,1,541485,CHEMBL3071996,,BAO_0000218,,,CLD0
925920,70920,"Herbicidal activity against Xanthium strumarium (cocklebur) 250 g/ha after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,541484,CHEMBL3071997,,BAO_0000218,,,CLD0
925921,70920,"Herbicidal activity against Abutilon theophrasti (velvetleaf) at 250 g/ha after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,541483,CHEMBL3071998,,BAO_0000218,,,CLD0
925922,70920,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) at 250 g/ha after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,541482,CHEMBL3071999,,BAO_0000218,,,CLD0
925923,70920,"Herbicidal activity against Avena fatua at 250 g/ha after 2 weeks",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,541481,CHEMBL3072000,,BAO_0000218,,,CLD0
925924,70920,"Herbicidal activity against Glycine max (soybean) at 250 g/ha after 2 weeks",A,,,"Glycine max",3847,,,,,50397,N,1,Autocuration,1,541480,CHEMBL3072001,,BAO_0000218,,,CLD0
925925,70920,"Herbicidal activity against Triticum aestivum (wheat) at 250 g/ha after 2 weeks",A,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,541479,CHEMBL3072002,,BAO_0000218,,,CLD0
925926,70920,"Herbicidal activity against Veronica persica at 5000 g/ha after 2 weeks",F,,,"Veronica persica",138560,,,,,106900,N,1,Autocuration,1,541478,CHEMBL3072003,,BAO_0000218,,,CLD0
925927,70920,"Herbicidal activity against Galium spurium var. echinospermon (Wally.) Hayek at 5000 g/ha after 2 weeks",F,,,"Galium spurium",1117032,"var. echinospermon (Wally.) Hayek",,,,107386,N,1,Autocuration,1,541477,CHEMBL3072004,,BAO_0000218,,,CLD0
925928,70920,"Herbicidal activity against Xanthium strumarium (cocklebur) 5000 g/ha after 2 weeks",F,,,"Xanthium strumarium",318068,,,,,102144,N,1,Autocuration,1,541475,CHEMBL3072005,,BAO_0000218,,,CLD0
925929,70920,"Herbicidal activity against Abutilon theophrasti (velvetleaf) at 5000 g/ha after 2 weeks",F,,,"Abutilon theophrasti",3631,,,,,101626,N,1,Autocuration,1,541472,CHEMBL3072006,,BAO_0000218,,,CLD0
925930,70920,"Herbicidal activity against Echinochloa crus-galli (barnyard grass) at 5000 g/ha after 2 weeks",F,,,"Echinochloa crus-galli",90397,,,,,50059,N,1,Autocuration,1,541470,CHEMBL3072007,,BAO_0000218,,,CLD0
925931,70920,"Herbicidal activity against Avena fatua at 5000 g/ha after 2 weeks",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,541469,CHEMBL3072008,,BAO_0000218,,,CLD0
925932,70920,"Herbicidal activity against Glycine max (soybean) at 5000 g/ha after 2 weeks",A,,,"Glycine max",3847,,,,,50397,N,1,Autocuration,1,541467,CHEMBL3072009,,BAO_0000218,,,CLD0
925933,70920,"Herbicidal activity against Triticum aestivum (wheat) at 5000 g/ha after 2 weeks",A,,,"Triticum aestivum",4565,,,,,50403,N,1,Autocuration,1,541466,CHEMBL3072010,,BAO_0000218,,,CLD0
926270,70971,"Herbicidal activity against Galium aparine assessed as killing at 12 g/ha measured after 21 days after treatment by time-course analysis",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539135,CHEMBL3070297,,BAO_0000218,,,CLD0
926271,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 0.3 g/ha measured after 14 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539134,CHEMBL3070298,,BAO_0000357,,,CLD0
926272,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 50 g/ha measured after 9 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539133,CHEMBL3070299,,BAO_0000357,,,CLD0
926273,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 100 g/ha measured after 1 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539132,CHEMBL3070300,,BAO_0000357,,,CLD0
926274,70971,"Ratio of compound ED90 to necoprop-p ED90 for herbicidal activity against Matricaria inodora",U,,,,,,,,,22226,U,0,Autocuration,1,539131,CHEMBL3070301,,BAO_0000019,,,CLD0
926275,70971,"Ratio of compound ED90 to necoprop-p ED90 for herbicidal activity against Viola arvensis",U,,,"Viola arvensis",97415,,,,,22226,U,0,Autocuration,1,539130,CHEMBL3070302,,BAO_0000019,,,CLD0
926276,70971,"Ratio of compound ED90 to ioxynil ED90 for herbicidal activity against Stellaria media",U,,,"Stellaria media",13274,,,,,22226,U,0,Autocuration,1,539129,CHEMBL3070303,,BAO_0000019,,,CLD0
926277,70971,"Ratio of compound ED90 to ioxynil ED90 for herbicidal activity against Viola arvensis",U,,,"Viola arvensis",97415,,,,,22226,U,0,Autocuration,1,539128,CHEMBL3070304,,BAO_0000019,,,CLD0
926278,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 0.3 g/ha measured after 2 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539127,CHEMBL3070305,,BAO_0000357,,,CLD0
926279,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 100 g/ha measured after 21 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539126,CHEMBL3070757,,BAO_0000357,,,CLD0
926280,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 10 g/ha measured after 21 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539125,CHEMBL3070758,,BAO_0000357,,,CLD0
926281,70971,"Inhibition of Stellaria media protoporphyinogen oxidase assessed as herbicidal activity at 0.3 g/ha measured after 21 days after treatment under greenhouse by time-course analysis",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539124,CHEMBL3071089,,BAO_0000357,,,CLD0
926282,70971,"Herbicidal activity against Viola arvensis assessed as killing at 5 g/ha measured after 21 days after treatment under greenhouse by time-course analysis",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539123,CHEMBL3071090,,BAO_0000218,,,CLD0
926283,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing measured after 21 days after treatment by post-emergence herbicidal activity assay",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539122,CHEMBL3071091,,BAO_0000218,,,CLD0
926284,70971,"Herbicidal activity against Viola arvensis assessed as killing measured after 21 days after treatment by post-emergence herbicidal activity assay",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539121,CHEMBL3071092,,BAO_0000218,,,CLD0
926285,70971,"Herbicidal activity against Stellaria media assessed as killing measured after 21 days after treatment by post-emergence herbicidal activity assay",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539120,CHEMBL3071093,,BAO_0000218,,,CLD0
926286,70971,"Herbicidal activity against Tripleurospermum maritimum subsp. inodorum assessed as killing measured after 21 days after treatment by post-emergence herbicidal activity assay",F,,,"Tripleurospermum maritimum subsp. inodorum",99108,,,,,107390,N,1,Autocuration,1,539119,CHEMBL3071094,,BAO_0000218,,,CLD0
926287,70971,"Herbicidal activity against Galium aparine assessed as killing measured after 21 days after treatment by post-emergence herbicidal activity assay",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539118,CHEMBL3071095,,BAO_0000218,,,CLD0
926288,70971,"Inhibition of Veronica hederaefolia protoporphyrinogen oxidase by post-emergence herbicidal activity assay",B,,,"Veronica hederifolia",202477,,,,,106599,H,8,Autocuration,1,539117,CHEMBL3071096,,BAO_0000357,,,CLD0
926289,70971,"Inhibition of Viola arvensis protoporphyrinogen oxidase by post-emergence herbicidal activity assay",B,,,"Viola arvensis",97415,,,,,106580,H,8,Autocuration,1,539116,CHEMBL3071097,,BAO_0000357,,,CLD0
926290,70971,"Inhibition of Stellaria media protoporphyrinogen oxidase by post-emergence herbicidal activity assay",B,,,"Stellaria media",13274,,,,,106653,H,8,Autocuration,1,539115,CHEMBL3071098,,BAO_0000357,,,CLD0
926291,70971,"Inhibition of Tripleurospermum maritimum subsp. inodorum protoporphyrinogen oxidase by post-emergence herbicidal activity assay",B,,,"Tripleurospermum maritimum subsp. inodorum",99108,,,,,106659,H,8,Autocuration,1,539114,CHEMBL3071099,,BAO_0000357,,,CLD0
926292,70971,"Inhibition of Galium aparine protoporphyrinogen oxidase by post-emergence herbicidal activity assay",B,,,"Galium aparine",29788,,,,,106599,H,8,Autocuration,1,539113,CHEMBL3071100,,BAO_0000357,,,CLD0
926293,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 300 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539112,CHEMBL3071101,,BAO_0000218,,,CLD0
926294,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 100 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539111,CHEMBL3071102,,BAO_0000218,,,CLD0
926295,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 30 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539110,CHEMBL3071103,,BAO_0000218,,,CLD0
926296,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 10 g/ha pre emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539109,CHEMBL3071104,,BAO_0000218,,,CLD0
926297,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 10 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539108,CHEMBL3071105,,BAO_0000218,,,CLD0
926298,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 3 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539107,CHEMBL3071106,,BAO_0000218,,,CLD0
926299,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 1 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539106,CHEMBL3071107,,BAO_0000218,,,CLD0
926300,70971,"Herbicidal activity against Veronica hederaefolia assessed as killing at 0.3 g/ha post emergence application measured after 21 days after treatment",F,,,"Veronica hederifolia",202477,,,,,107211,N,1,Autocuration,1,539105,CHEMBL3071108,,BAO_0000218,,,CLD0
926301,70971,"Herbicidal activity against Viola arvensis assessed as killing at 300 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539104,CHEMBL3071109,,BAO_0000218,,,CLD0
926302,70971,"Herbicidal activity against Viola arvensis assessed as killing at 100 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539103,CHEMBL3071110,,BAO_0000218,,,CLD0
926303,70971,"Herbicidal activity against Viola arvensis assessed as killing at 30 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539102,CHEMBL3071111,,BAO_0000218,,,CLD0
926304,70971,"Herbicidal activity against Viola arvensis assessed as killing at 10 g/ha pre emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539101,CHEMBL3071112,,BAO_0000218,,,CLD0
926419,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in survival at 50 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540874,CHEMBL3078445,,BAO_0000218,,,CLD0
926420,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in survival at 62 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540869,CHEMBL3078918,,BAO_0000218,,,CLD0
926421,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in survival at 1600 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540867,CHEMBL3078737,,BAO_0000218,,,CLD0
926422,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in survival at 0.75 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540864,CHEMBL3078738,,BAO_0000218,,,CLD0
926423,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in survival at 384 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540861,CHEMBL3078739,,BAO_0000218,,,CLD0
926424,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in survival at 0.625 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540857,CHEMBL3078740,,BAO_0000218,,,CLD0
926425,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in survival at 640 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540855,CHEMBL3078292,,BAO_0000218,,,CLD0
926426,71083,"Herbicidal activity against two to three-leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in survival at 20 g/ha measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540854,CHEMBL3078293,,BAO_0000218,,,CLD0
926432,71083,"Herbicidal activity against two to three leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in dry weight of above-ground biomass measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540842,CHEMBL3078299,,BAO_0000218,,,CLD0
926433,71083,"Herbicidal activity against two to three leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in dry weight of above-ground biomass measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540841,CHEMBL3078300,,BAO_0000218,,,CLD0
926435,71083,"Herbicidal activity against two to three leaf stage ALS-herbicide-susceptible Raphanus raphanistrum WARR7 (wild radish) assessed as reduction in survival measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR7,,,,107203,N,1,Autocuration,1,540815,CHEMBL3078302,,BAO_0000218,,,CLD0
926436,71083,"Herbicidal activity against two to three leaf stage ALS-herbicide-resistant Raphanus raphanistrum WARR30 (wild radish) expressing ALS Ala122Tyr mutant assessed as reduction in survival measured 3 weeks after compound treatment",F,,,"Raphanus raphanistrum",109996,WARR30,,,,107203,N,1,Autocuration,1,540814,CHEMBL3078303,,BAO_0000218,,,CLD0
926580,70971,"Herbicidal activity against Viola arvensis assessed as killing at 10 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539100,CHEMBL3074160,,BAO_0000218,,,CLD0
926581,70971,"Herbicidal activity against Viola arvensis assessed as killing at 3 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539099,CHEMBL3074161,,BAO_0000218,,,CLD0
926582,70971,"Herbicidal activity against Viola arvensis assessed as killing at 1 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539098,CHEMBL3073196,,BAO_0000218,,,CLD0
926583,70971,"Herbicidal activity against Viola arvensis assessed as killing at 0.3 g/ha post emergence application measured after 21 days after treatment",F,,,"Viola arvensis",97415,,,,,107082,N,1,Autocuration,1,539097,CHEMBL3073197,,BAO_0000218,,,CLD0
926584,70971,"Herbicidal activity against Stellaria media assessed as killing at 300 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539096,CHEMBL3073198,,BAO_0000218,,,CLD0
926585,70971,"Herbicidal activity against Stellaria media assessed as killing at 100 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539095,CHEMBL3073199,,BAO_0000218,,,CLD0
926586,70971,"Herbicidal activity against Stellaria media assessed as killing at 30 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539094,CHEMBL3073200,,BAO_0000218,,,CLD0
926587,70971,"Herbicidal activity against Stellaria media assessed as killing at 10 g/ha pre emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539093,CHEMBL3073201,,BAO_0000218,,,CLD0
926588,70971,"Herbicidal activity against Stellaria media assessed as killing at 10 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539092,CHEMBL3073202,,BAO_0000218,,,CLD0
926589,70971,"Herbicidal activity against Stellaria media assessed as killing at 3 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539091,CHEMBL3073203,,BAO_0000218,,,CLD0
926590,70971,"Herbicidal activity against Stellaria media assessed as killing at 1 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539090,CHEMBL3073204,,BAO_0000218,,,CLD0
926591,70971,"Herbicidal activity against Stellaria media assessed as killing at 0.3 g/ha post emergence application measured after 21 days after treatment",F,,,"Stellaria media",13274,,,,,106859,N,1,Autocuration,1,539089,CHEMBL3073205,,BAO_0000218,,,CLD0
926592,70971,"Herbicidal activity against Galium aparine assessed as killing at 300 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539088,CHEMBL3073206,,BAO_0000218,,,CLD0
926593,70971,"Herbicidal activity against Galium aparine assessed as killing at 100 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539087,CHEMBL3073207,,BAO_0000218,,,CLD0
926594,70971,"Herbicidal activity against Galium aparine assessed as killing at 30 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539086,CHEMBL3073208,,BAO_0000218,,,CLD0
926595,70971,"Herbicidal activity against Galium aparine assessed as killing at 10 g/ha pre emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539085,CHEMBL3073209,,BAO_0000218,,,CLD0
926596,70971,"Herbicidal activity against Galium aparine assessed as killing at 10 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539084,CHEMBL3073210,,BAO_0000218,,,CLD0
926597,70971,"Herbicidal activity against Galium aparine assessed as killing at 3 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539083,CHEMBL3073211,,BAO_0000218,,,CLD0
926598,70971,"Herbicidal activity against Galium aparine assessed as killing at 1 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539082,CHEMBL3073212,,BAO_0000218,,,CLD0
926599,70971,"Herbicidal activity against Galium aparine assessed as killing at 0.3 g/ha post emergence application measured after 21 days after treatment",F,,,"Galium aparine",29788,,,,,107344,N,1,Autocuration,1,539081,CHEMBL3073213,,BAO_0000218,,,CLD0
926600,70971,"Herbicidal activity against Avena fatua assessed as killing at 300 g/ha post emergence application measured after 21 days after treatment",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,539080,CHEMBL3073214,,BAO_0000218,,,CLD0
926601,70971,"Herbicidal activity against Avena fatua assessed as killing at 100 g/ha post emergence application measured after 21 days after treatment",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,539079,CHEMBL3073215,,BAO_0000218,,,CLD0
926602,70971,"Herbicidal activity against Avena fatua assessed as killing at 30 g/ha post emergence application measured after 21 days after treatment",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,539078,CHEMBL3073216,,BAO_0000218,,,CLD0
926603,70971,"Herbicidal activity against Avena fatua assessed as killing at 10 g/ha pre emergence application measured after 21 days after treatment",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,539077,CHEMBL3073217,,BAO_0000218,,,CLD0
926604,70971,"Herbicidal activity against Avena fatua assessed as killing at 10 g/ha post emergence application measured after 21 days after treatment",F,,,"Avena fatua",4499,,,,,50401,N,1,Autocuration,1,539076,CHEMBL3073218,,BAO_0000218,,,CLD0
